generation,alpha,fit_prior,fitness
1,2.296671206948691,False,0.6096470588235294
2,1.205596114154229,False,0.6096470588235294
3,1.2642190277778766,False,0.6096470588235294
4,1.1334521280708714,False,0.6096470588235294
5,1.1334521280708714,False,0.6096470588235294
6,1.1334521280708714,False,0.6096470588235294
7,1.1334521280708714,False,0.6096470588235294
8,2.38674396318809,False,0.6096470588235294
9,2.7270351434915057,False,0.6096470588235294
10,1.6142878820776154,False,0.6175686274509804
11,1.6142878820776154,False,0.6175686274509804
12,1.6142878820776154,False,0.6175686274509804
13,1.6142878820776154,False,0.6175686274509804
14,1.6142878820776154,False,0.6175686274509804
15,1.5819635276436286,False,0.6175686274509804
16,1.583859521548676,False,0.6175686274509804
17,1.6371060659757497,False,0.6175686274509804
18,1.6216480009879846,False,0.6175686274509804
19,1.5543687729401026,False,0.6175686274509804
20,1.5961996307437887,False,0.6175686274509804
21,1.5873003093919802,False,0.6175686274509804
22,1.5622343527315048,False,0.6175686274509804
23,1.580189795467398,False,0.6175686274509804
24,1.6053133946372191,False,0.6175686274509804
25,1.5807400624762393,False,0.6175686274509804
26,1.5801923192656029,False,0.6175686274509804
27,1.5556772538976351,False,0.6175686274509804
28,1.5772086261605378,False,0.6175686274509804
29,1.632839829842585,False,0.6175686274509804
30,1.6197957343290266,False,0.6175686274509804
31,1.5906518479814076,False,0.6175686274509804
32,1.625768454530088,False,0.6175686274509804
33,1.601210595165641,False,0.6175686274509804
34,1.577503668750862,False,0.6175686274509804
35,1.6245948455994592,False,0.6175686274509804
36,1.612814729150276,False,0.6175686274509804
37,1.6102907301303166,False,0.6175686274509804
38,1.604979606597352,False,0.6175686274509804
39,1.5569109605270255,False,0.6175686274509804
40,1.570948725079292,False,0.6175686274509804
41,1.5765545139742712,False,0.6175686274509804
42,1.566847082468329,False,0.6175686274509804
43,1.5770642031527202,False,0.6175686274509804
44,1.5619407460728782,False,0.6175686274509804
45,1.611048703762181,False,0.6175686274509804
46,1.5858229696836799,False,0.6175686274509804
47,1.6129942364545309,False,0.6175686274509804
48,1.571833909532271,False,0.6175686274509804
49,1.5661102307075607,False,0.6175686274509804
50,1.6162711720247174,False,0.6175686274509804
51,1.5827218447534683,False,0.6175686274509804
52,1.5818908043725184,False,0.6175686274509804
53,1.5573356250045938,False,0.6175686274509804
54,1.5799215160829032,False,0.6175686274509804
55,1.632287473444864,False,0.6175686274509804
56,1.6291374209715073,False,0.6175686274509804
57,1.568467595855691,False,0.6175686274509804
58,1.6285782547901184,False,0.6175686274509804
59,1.5970293361221313,False,0.6175686274509804
60,1.6162711720247174,False,0.6175686274509804
61,1.5821434327406387,False,0.6175686274509804
62,1.6034564181337168,False,0.6175686274509804
63,1.6172178226738751,False,0.6175686274509804
64,1.5877980278105266,False,0.6175686274509804
65,1.6120292980789006,False,0.6175686274509804
66,1.6163811850362824,False,0.6175686274509804
67,1.55610676930679,False,0.6175686274509804
68,1.6251505571640348,False,0.6175686274509804
69,1.5746259744478537,False,0.6175686274509804
70,1.5620999466958607,False,0.6175686274509804
71,1.615847563554219,False,0.6175686274509804
72,1.6223035584105996,False,0.6175686274509804
73,1.58700307147312,False,0.6175686274509804
74,1.614900189898337,False,0.6175686274509804
75,1.621629893731364,False,0.6175686274509804
76,1.6265383561483793,False,0.6175686274509804
77,1.6024935203295325,False,0.6175686274509804
78,1.5745281910961224,False,0.6175686274509804
79,1.5582180737666362,False,0.6175686274509804
80,1.5908641538441903,False,0.6175686274509804
81,1.5888482390148115,False,0.6175686274509804
82,1.6271638665880077,False,0.6175686274509804
83,1.586206339862505,False,0.6175686274509804
84,1.630833591252808,False,0.6175686274509804
85,1.565434875833587,False,0.6175686274509804
86,1.6112134866338639,False,0.6175686274509804
87,1.6087427593515167,False,0.6175686274509804
88,1.5954453715939076,False,0.6175686274509804
89,1.6081398813533847,False,0.6175686274509804
90,1.6187823798339058,False,0.6175686274509804
91,1.5670169228371116,False,0.6175686274509804
92,1.6185387039790866,False,0.6175686274509804
93,1.572372142492698,False,0.6175686274509804
94,1.6323310653763914,False,0.6175686274509804
95,1.6342390390208426,False,0.6175686274509804
96,1.5548311032934352,False,0.6175686274509804
97,1.5796357377649257,False,0.6175686274509804
98,1.5933007188891275,False,0.6175686274509804
99,1.552148556524459,False,0.6175686274509804
100,1.6075386504871987,False,0.6175686274509804
