generation,fitness
1,0.6295686274509804
2,0.6295686274509804
3,0.6295686274509804
4,0.6295686274509804
5,0.6295686274509804
6,0.6374901960784315
7,0.6454117647058825
8,0.6454117647058825
9,0.6454117647058825
10,0.6454117647058825
11,0.6454117647058825
12,0.6454117647058825
13,0.6454117647058825
14,0.6454117647058825
15,0.6454117647058825
16,0.6455686274509803
17,0.6455686274509803
18,0.6530980392156863
19,0.6530980392156863
20,0.6532549019607844
21,0.6534901960784314
22,0.6534901960784314
23,0.6535686274509803
24,0.6535686274509803
25,0.6535686274509803
26,0.6535686274509803
27,0.6535686274509803
28,0.6536470588235295
29,0.6536470588235295
30,0.6575686274509804
31,0.6575686274509804
32,0.6575686274509804
33,0.6654901960784313
34,0.6654901960784313
35,0.6654901960784313
36,0.6654901960784313
37,0.6654901960784313
38,0.6654901960784313
39,0.6654901960784313
40,0.6654901960784313
41,0.6654901960784313
42,0.6733333333333335
43,0.6733333333333335
44,0.6733333333333335
45,0.6733333333333335
46,0.6733333333333335
47,0.6733333333333335
48,0.6811764705882354
49,0.6811764705882354
50,0.6811764705882354
51,0.6811764705882354
52,0.6811764705882354
53,0.6811764705882354
54,0.6811764705882354
55,0.6811764705882354
56,0.6811764705882354
57,0.6811764705882354
58,0.6811764705882354
59,0.6811764705882354
60,0.6811764705882354
61,0.6811764705882354
62,0.6811764705882354
63,0.6811764705882354
64,0.6811764705882354
65,0.6811764705882354
66,0.6811764705882354
67,0.6813333333333335
68,0.6852549019607844
69,0.6891764705882354
70,0.6891764705882354
71,0.6891764705882354
72,0.6891764705882354
73,0.6891764705882354
74,0.6891764705882354
75,0.6891764705882354
76,0.6891764705882354
77,0.6891764705882354
78,0.6891764705882354
79,0.6891764705882354
80,0.6891764705882354
81,0.6891764705882354
82,0.6891764705882354
83,0.6891764705882354
84,0.6891764705882354
85,0.6891764705882354
86,0.6891764705882354
87,0.6891764705882354
88,0.6891764705882354
89,0.6891764705882354
90,0.6891764705882354
91,0.6891764705882354
92,0.6891764705882354
93,0.6891764705882354
94,0.6891764705882354
95,0.6891764705882354
96,0.6891764705882354
97,0.6891764705882354
98,0.6891764705882354
99,0.6891764705882354
100,0.6891764705882354
