generation,fitness
1,0.6176470588235294
2,0.6215686274509804
3,0.6215686274509804
4,0.6258823529411766
5,0.6374901960784315
6,0.6374901960784315
7,0.6374901960784315
8,0.6453333333333334
9,0.6453333333333334
10,0.6453333333333334
11,0.6453333333333334
12,0.6453333333333334
13,0.6454901960784314
14,0.6494901960784315
15,0.6494901960784315
16,0.6494901960784315
17,0.6534117647058825
18,0.6534117647058825
19,0.6535686274509803
20,0.6535686274509803
21,0.6535686274509803
22,0.6614117647058825
23,0.6734901960784313
24,0.6734901960784313
25,0.6734901960784313
26,0.6734901960784313
27,0.6734901960784313
28,0.6734901960784313
29,0.6734901960784313
30,0.6734901960784313
31,0.6734901960784313
32,0.6734901960784313
33,0.6734901960784313
34,0.6734901960784313
35,0.6734901960784313
36,0.6734901960784313
37,0.6734901960784313
38,0.6734901960784313
39,0.6772549019607844
40,0.6772549019607844
41,0.6772549019607844
42,0.6772549019607844
43,0.6772549019607844
44,0.6772549019607844
45,0.6772549019607844
46,0.6772549019607844
47,0.6772549019607844
48,0.6772549019607844
49,0.6772549019607844
50,0.6772549019607844
51,0.6772549019607844
52,0.6772549019607844
53,0.6772549019607844
54,0.6772549019607844
55,0.6813333333333335
56,0.6813333333333335
57,0.6813333333333335
58,0.6813333333333335
59,0.6813333333333335
60,0.6813333333333335
61,0.6813333333333335
62,0.6813333333333335
63,0.6853333333333333
64,0.6853333333333333
65,0.6853333333333333
66,0.6853333333333333
67,0.6853333333333333
68,0.6853333333333333
69,0.6853333333333333
70,0.6853333333333333
71,0.6853333333333333
72,0.6853333333333333
73,0.6853333333333333
74,0.6893333333333335
75,0.6893333333333335
76,0.6893333333333335
77,0.6893333333333335
78,0.6893333333333335
79,0.6893333333333335
80,0.6893333333333335
81,0.6893333333333335
82,0.6893333333333335
83,0.6893333333333335
84,0.6893333333333335
85,0.6893333333333335
86,0.6893333333333335
87,0.6893333333333335
88,0.6893333333333335
89,0.6893333333333335
90,0.6893333333333335
91,0.6893333333333335
92,0.6893333333333335
93,0.6893333333333335
94,0.6933333333333334
95,0.6933333333333334
96,0.6933333333333334
97,0.6933333333333334
98,0.6933333333333334
99,0.6933333333333334
100,0.6933333333333334
