generation,fitness
1,0.6094901960784315
2,0.6214901960784315
3,0.6215686274509804
4,0.6334117647058825
5,0.6334117647058825
6,0.6373333333333334
7,0.6373333333333334
8,0.6455686274509803
9,0.6455686274509803
10,0.6455686274509803
11,0.6495686274509804
12,0.6495686274509804
13,0.6496470588235294
14,0.6496470588235294
15,0.6496470588235295
16,0.6614901960784314
17,0.6614901960784314
18,0.6614901960784314
19,0.6614901960784314
20,0.6614901960784314
21,0.6614901960784314
22,0.6614901960784314
23,0.6614901960784314
24,0.6614901960784314
25,0.6614901960784314
26,0.6614901960784314
27,0.6614901960784314
28,0.6694117647058825
29,0.6694117647058825
30,0.6694117647058825
31,0.6694117647058825
32,0.6694117647058825
33,0.6694117647058825
34,0.6694117647058825
35,0.6694117647058825
36,0.6694117647058825
37,0.6694117647058825
38,0.6694117647058825
39,0.6694901960784314
40,0.6694901960784314
41,0.6694901960784314
42,0.6694901960784314
43,0.6694901960784314
44,0.6694901960784314
45,0.6694901960784314
46,0.6694901960784314
47,0.6694901960784314
48,0.6694901960784314
49,0.6694901960784314
50,0.6694901960784314
51,0.6694901960784314
52,0.6694901960784314
53,0.6694901960784314
54,0.6694901960784314
55,0.6694901960784314
56,0.6694901960784314
57,0.6694901960784314
58,0.6694901960784314
59,0.6694901960784314
60,0.6694901960784314
61,0.6733333333333335
62,0.6733333333333335
63,0.6733333333333335
64,0.6733333333333335
65,0.6733333333333335
66,0.6733333333333335
67,0.6733333333333335
68,0.6733333333333335
69,0.6733333333333335
70,0.6733333333333335
71,0.6733333333333335
72,0.6733333333333335
73,0.6733333333333335
74,0.6733333333333335
75,0.6733333333333335
76,0.6774117647058825
77,0.6774117647058825
78,0.6774117647058825
79,0.6774117647058825
80,0.6774117647058825
81,0.6774117647058825
82,0.6774117647058825
83,0.6774117647058825
84,0.6774117647058825
85,0.6774117647058825
86,0.6774117647058825
87,0.6774117647058825
88,0.6774117647058825
89,0.6774117647058825
90,0.6774117647058825
91,0.6774117647058825
92,0.6774117647058825
93,0.6774117647058825
94,0.6774117647058825
95,0.6774117647058825
96,0.6774117647058825
97,0.6774117647058825
98,0.6774117647058825
99,0.6774117647058825
100,0.6774117647058825
