generation,fitness
1,0.6218039215686275
2,0.6218039215686275
3,0.6299607843137255
4,0.6299607843137255
5,0.6374117647058825
6,0.6374901960784315
7,0.6374901960784315
8,0.6374901960784315
9,0.6374901960784315
10,0.6410196078431374
11,0.6417254901960785
12,0.6417254901960785
13,0.6417254901960785
14,0.6417254901960785
15,0.6417254901960785
16,0.6418039215686275
17,0.6418039215686275
18,0.6613333333333334
19,0.6613333333333334
20,0.6613333333333334
21,0.6613333333333334
22,0.6613333333333334
23,0.6613333333333334
24,0.6613333333333334
25,0.6613333333333334
26,0.6613333333333334
27,0.6613333333333334
28,0.6613333333333334
29,0.6613333333333334
30,0.6613333333333334
31,0.6613333333333334
32,0.6613333333333334
33,0.6613333333333334
34,0.6613333333333334
35,0.6613333333333334
36,0.6613333333333334
37,0.6613333333333334
38,0.6696470588235293
39,0.6696470588235293
40,0.6696470588235293
41,0.6696470588235293
42,0.6696470588235293
43,0.6696470588235293
44,0.6696470588235293
45,0.6696470588235293
46,0.6696470588235293
47,0.6696470588235293
48,0.6696470588235293
49,0.6696470588235293
50,0.6696470588235293
51,0.6696470588235293
52,0.6696470588235293
53,0.6696470588235293
54,0.6696470588235295
55,0.6696470588235295
56,0.6696470588235295
57,0.6696470588235295
58,0.6696470588235295
59,0.6696470588235295
60,0.6696470588235295
61,0.6696470588235295
62,0.6696470588235295
63,0.6697254901960784
64,0.6697254901960784
65,0.6697254901960784
66,0.6697254901960784
67,0.6697254901960784
68,0.6697254901960784
69,0.6697254901960784
70,0.6697254901960784
71,0.6697254901960784
72,0.6697254901960784
73,0.6697254901960784
74,0.6697254901960784
75,0.6697254901960784
76,0.6697254901960784
77,0.6697254901960784
78,0.6697254901960784
79,0.6697254901960784
80,0.6697254901960784
81,0.6697254901960784
82,0.6697254901960784
83,0.6697254901960784
84,0.6697254901960784
85,0.6697254901960784
86,0.6697254901960784
87,0.6697254901960784
88,0.6697254901960784
89,0.6816470588235294
90,0.6816470588235294
91,0.6816470588235294
92,0.6816470588235294
93,0.6816470588235294
94,0.6816470588235294
95,0.6816470588235294
96,0.6816470588235294
97,0.6816470588235294
98,0.6816470588235294
99,0.6816470588235294
100,0.6816470588235294
